b (mm),h (mm),r0 (mm),t (mm),R (%),fy (MPa),fc (MPa),L (mm),e1 (mm),e2 (mm),Nexp (kN),r0/h,b/t,Ac (mm^2),As (mm^2),Re (mm),te (mm),ke,xi,sigma_re (MPa),lambda,lambda_bar,e/h,e1/e2,e_bar,Npl (kN),psi,b/h,L/h,axial_flag,section_family
114.0,114.0,57.0,3.5,7.0,372.0,70.0,350.0,0.0,0.0,1273.0,0.5,32.57142857142857,8992.023572737386,1829.9890412241475,53.5,5.192023337329601,1.0,1.0815234791601365,36.101545448347885,12.645249718722907,0.17447383815385462,0.0,0.0,0.0,1310.197573427,0.9716091876664794,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,4.0,7.0,360.0,70.0,350.0,0.0,0.0,1375.0,0.5,28.5,8824.73376393373,2073.699232420491,53.0,5.898887652070144,1.0,1.2085054569212481,40.0679161272689,12.689818823160696,0.17123823665758772,0.0,0.0,0.0,1364.263087146738,1.0078701190074104,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.0,3.0,383.0,95.0,350.0,0.0,0.0,1608.0,0.5,38.0,9160.884177867836,1581.849646354599,54.0,4.476648167375345,1.0,0.6961502414311377,31.751041631569574,12.598846942801705,0.18848569558231343,0.0,0.0,0.0,1476.1324114512558,1.0893331706056768,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.5,3.0,372.0,95.0,350.0,0.0,0.0,1657.0,0.5,32.57142857142857,8992.023572737386,1829.9890412241475,53.5,5.192023337329601,1.0,0.79691203727589,36.101545448347885,12.645249718722907,0.18457272692414697,0.0,0.0,0.0,1534.9981627454342,1.0794801194005068,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,4.0,3.0,360.0,95.0,350.0,0.0,0.0,1669.0,0.5,28.5,8824.73376393373,2073.699232420491,53.0,5.898887652070144,1.0,0.890477705099867,40.0679161272689,12.689818823160696,0.18082748625562498,0.0,0.0,0.0,1584.881431245081,1.0530756226280191,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.0,5.0,383.0,90.0,350.0,0.0,0.0,1546.0,0.5,38.0,9160.884177867836,1581.849646354599,54.0,4.476648167375345,1.0,0.7348252548439786,31.751041631569574,12.598846942801705,0.18642530068762722,0.0,0.0,0.0,1430.3279905619167,1.0808709681984483,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.5,5.0,372.0,90.0,350.0,0.0,0.0,1648.0,0.5,32.57142857142857,8992.023572737386,1829.9890412241475,53.5,5.192023337329601,1.0,0.8411849282356616,36.101545448347885,12.645249718722907,0.1826213503595914,0.0,0.0,0.0,1490.0380448817475,1.1060120281229389,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,4.0,5.0,360.0,90.0,350.0,0.0,0.0,1688.0,0.5,28.5,8824.73376393373,2073.699232420491,53.0,5.898887652070144,1.0,0.9399486887165264,40.0679161272689,12.689818823160696,0.1789696140047958,0.0,0.0,0.0,1540.7577624254125,1.095564819574755,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.0,7.0,383.0,89.0,350.0,0.0,0.0,1544.0,0.5,38.0,9160.884177867836,1581.849646354599,54.0,4.476648167375345,1.0,0.7430817183815515,31.751041631569574,12.598846942801705,0.18600865067008154,0.0,0.0,0.0,1421.1671063840488,1.0864309996088226,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.5,7.0,372.0,89.0,350.0,0.0,0.0,1671.0,0.5,32.57142857142857,8992.023572737386,1829.9890412241475,53.5,5.192023337329601,1.0,0.8506364442832535,36.101545448347885,12.645249718722907,0.18222711409009862,0.0,0.0,0.0,1481.0460213090103,1.1282566348094305,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,4.0,7.0,360.0,89.0,350.0,0.0,0.0,1710.0,0.5,28.5,8824.73376393373,2073.699232420491,53.0,5.898887652070144,1.0,0.9505099099380603,40.0679161272689,12.689818823160696,0.1785945476728664,0.0,0.0,0.0,1531.9330286614788,1.1162367858170057,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.0,3.0,383.0,109.0,350.0,0.0,0.0,1699.0,0.5,38.0,9160.884177867836,1581.849646354599,54.0,4.476648167375345,1.0,0.6067364489537439,31.751041631569574,12.598846942801705,0.19406135655878737,0.0,0.0,0.0,1604.3847899414054,1.0589728914483476,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.5,3.0,372.0,109.0,350.0,0.0,0.0,1718.0,0.5,32.57142857142857,8992.023572737386,1829.9890412241475,53.5,5.192023337329601,1.0,0.6945563627633904,36.101545448347885,12.645249718722907,0.18986798217717632,0.0,0.0,0.0,1660.8864927637578,1.034387363305727,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,4.0,3.0,360.0,109.0,350.0,0.0,0.0,1806.0,0.5,28.5,8824.73376393373,2073.699232420491,53.0,5.898887652070144,1.0,0.7761044218760309,40.0679161272689,12.689818823160696,0.18588021201815505,0.0,0.0,0.0,1708.4277039401534,1.0571123354150809,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.0,5.0,383.0,107.0,350.0,0.0,0.0,1739.0,0.5,38.0,9160.884177867836,1581.849646354599,54.0,4.476648167375345,1.0,0.6180773171584868,31.751041631569574,12.598846942801705,0.19328159509817572,0.0,0.0,0.0,1586.0630215856697,1.0964255369004388,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.5,5.0,372.0,107.0,350.0,0.0,0.0,1738.0,0.5,32.57142857142857,8992.023572737386,1829.9890412241475,53.5,5.192023337329601,1.0,0.7075387246842014,36.101545448347885,12.645249718722907,0.18912619422558882,0.0,0.0,0.0,1642.902445618283,1.0578838717023933,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,4.0,5.0,360.0,107.0,350.0,0.0,0.0,1854.0,0.5,28.5,8824.73376393373,2073.699232420491,53.0,5.898887652070144,1.0,0.7906110465839942,40.0679161272689,12.689818823160696,0.18517144082649634,0.0,0.0,0.0,1690.7782364122859,1.0965364706456473,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.0,7.0,383.0,103.0,350.0,0.0,0.0,1788.0,0.5,38.0,9160.884177867836,1581.849646354599,54.0,4.476648167375345,1.0,0.6420803197665833,31.751041631569574,12.598846942801705,0.19170563069895147,0.0,0.0,0.0,1549.4194848741986,1.1539805826987986,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.5,7.0,372.0,103.0,350.0,0.0,0.0,1797.0,0.5,32.57142857142857,8992.023572737386,1829.9890412241475,53.5,5.192023337329601,1.0,0.7350159567107724,36.101545448347885,12.645249718722907,0.18762819107137552,0.0,0.0,0.0,1606.9343513273336,1.1182784153662977,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,4.0,7.0,360.0,103.0,350.0,0.0,0.0,1857.0,0.5,28.5,8824.73376393373,2073.699232420491,53.0,5.898887652070144,1.0,0.8213143881989066,40.0679161272689,12.689818823160696,0.18374105218443756,0.0,0.0,0.0,1655.4793013565509,1.1217295187431924,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.0,3.0,383.0,64.0,350.0,0.0,0.0,1211.0,0.5,38.0,9160.884177867836,1581.849646354599,54.0,4.476648167375345,1.0,1.033348014624345,31.751041631569574,12.598846942801705,0.17506268506276926,0.0,0.0,0.0,1192.145001937353,1.01581602743962,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.5,3.0,372.0,64.0,350.0,0.0,0.0,1257.0,0.5,32.57142857142857,8992.023572737386,1829.9890412241475,53.5,5.192023337329601,1.0,1.1829163053313994,36.101545448347885,12.645249718722907,0.17191747768538027,0.0,0.0,0.0,1256.2454319905755,1.0006006533358922,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,4.0,3.0,360.0,64.0,350.0,0.0,0.0,1280.0,0.5,28.5,8824.73376393373,2073.699232420491,53.0,5.898887652070144,1.0,1.3218028435076152,40.0679161272689,12.689818823160696,0.16882148579647047,0.0,0.0,0.0,1311.3146845631354,0.9761196264086923,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.0,5.0,383.0,66.0,350.0,0.0,0.0,1158.0,0.5,38.0,9160.884177867836,1581.849646354599,54.0,4.476648167375345,1.0,1.0020344384236073,31.751041631569574,12.598846942801705,0.1759776006027708,0.0,0.0,0.0,1210.4667702930885,0.9566557533170573,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.5,5.0,372.0,66.0,350.0,0.0,0.0,1282.0,0.5,32.57142857142857,8992.023572737386,1829.9890412241475,53.5,5.192023337329601,1.0,1.1470703566849931,36.101545448347885,12.645249718722907,0.172775511579902,0.0,0.0,0.0,1274.2294791360503,1.0060982115005048,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,4.0,5.0,360.0,66.0,350.0,0.0,0.0,1344.0,0.5,28.5,8824.73376393373,2073.699232420491,53.0,5.898887652070144,1.0,1.2817482118861723,40.0679161272689,12.689818823160696,0.16963215827046868,0.0,0.0,0.0,1328.964152091003,1.0113139604897088,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.0,7.0,383.0,69.0,350.0,0.0,0.0,1138.0,0.5,38.0,9160.884177867836,1581.849646354599,54.0,4.476648167375345,1.0,0.9584677237095374,31.751041631569574,12.598846942801705,0.17733675589150708,0.0,0.0,0.0,1237.949422826692,0.9192621112109162,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.5,7.0,372.0,69.0,350.0,0.0,0.0,1273.0,0.5,32.57142857142857,8992.023572737386,1829.9890412241475,53.5,5.192023337329601,1.0,1.097197732481298,36.101545448347885,12.645249718722907,0.17405146566230695,0.0,0.0,0.0,1301.2055498542622,0.9783235247825208,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,4.0,7.0,360.0,69.0,350.0,0.0,0.0,1309.0,0.5,28.5,8824.73376393373,2073.699232420491,53.0,5.898887652070144,1.0,1.2260200287606864,40.0679161272689,12.689818823160696,0.1708386222049251,0.0,0.0,0.0,1355.4383533828043,0.9657392361172997,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.0,3.0,383.0,92.0,350.0,0.0,0.0,1609.0,0.5,38.0,9160.884177867836,1581.849646354599,54.0,4.476648167375345,1.0,0.7188507927821531,31.751041631569574,12.598846942801705,0.18725399811414184,0.0,0.0,0.0,1448.6497589176522,1.1106894472561486,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.5,3.0,372.0,92.0,350.0,0.0,0.0,1617.0,0.5,32.57142857142857,8992.023572737386,1829.9890412241475,53.5,5.192023337329601,1.0,0.8228982993609735,36.101545448347885,12.645249718722907,0.183405838321926,0.0,0.0,0.0,1508.0220920272222,1.0722654585426394,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,4.0,3.0,360.0,92.0,350.0,0.0,0.0,1657.0,0.5,28.5,8824.73376393373,2073.699232420491,53.0,5.898887652070144,1.0,0.9195150215705149,40.0679161272689,12.689818823160696,0.17971623656285207,0.0,0.0,0.0,1558.40722995328,1.0632650876816554,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.0,5.0,383.0,83.0,350.0,0.0,0.0,1503.0,0.5,38.0,9160.884177867836,1581.849646354599,54.0,4.476648167375345,1.0,0.7967984691079286,31.751041631569574,12.598846942801705,0.18347586840850638,0.0,0.0,0.0,1366.201801316842,1.1001303017982427,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.5,5.0,372.0,83.0,350.0,0.0,0.0,1543.0,0.5,32.57142857142857,8992.023572737386,1829.9890412241475,53.5,5.192023337329601,1.0,0.9121282354362596,36.101545448347885,12.645249718722907,0.17983331536872063,0.0,0.0,0.0,1427.0938798725858,1.0812182868710518,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,4.0,5.0,360.0,83.0,350.0,0.0,0.0,1614.0,0.5,28.5,8824.73376393373,2073.699232420491,53.0,5.898887652070144,1.0,1.019221469692619,40.0679161272689,12.689818823160696,0.1763192072622022,0.0,0.0,0.0,1478.9846260778763,1.091289234209399,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.0,7.0,383.0,81.0,350.0,0.0,0.0,1639.0,0.5,38.0,9160.884177867836,1581.849646354599,54.0,4.476648167375345,1.0,0.8164725053821985,31.751041631569574,12.598846942801705,0.18261882935481447,0.0,0.0,0.0,1347.880032961106,1.215983588984061,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.5,7.0,372.0,81.0,350.0,0.0,0.0,1631.0,0.5,32.57142857142857,8992.023572737386,1829.9890412241475,53.5,5.192023337329601,1.0,0.9346499202618463,36.101545448347885,12.645249718722907,0.17902438826210984,0.0,0.0,0.0,1409.1098327271109,1.1574683265416263,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,4.0,7.0,360.0,81.0,350.0,0.0,0.0,1677.0,0.5,28.5,8824.73376393373,2073.699232420491,53.0,5.898887652070144,1.0,1.0443874319072515,40.0679161272689,12.689818823160696,0.1755511223377114,0.0,0.0,0.0,1461.3351585500088,1.1475806834511406,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.0,3.0,383.0,106.0,350.0,0.0,0.0,1720.0,0.5,38.0,9160.884177867836,1581.849646354599,54.0,4.476648167375345,1.0,0.6239082352448876,31.751041631569574,12.598846942801705,0.1928896739288125,0.0,0.0,0.0,1576.902137407802,1.0907461910270666,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.5,3.0,372.0,106.0,350.0,0.0,0.0,1787.0,0.5,32.57142857142857,8992.023572737386,1829.9890412241475,53.5,5.192023337329601,1.0,0.7142136183132977,36.101545448347885,12.645249718722907,0.18875350844006744,0.0,0.0,0.0,1633.9104220455456,1.0936952086778395,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,4.0,3.0,360.0,106.0,350.0,0.0,0.0,1841.0,0.5,28.5,8824.73376393373,2073.699232420491,53.0,5.898887652070144,1.0,0.7980696413630883,40.0679161272689,12.689818823160696,0.18481545881829275,0.0,0.0,0.0,1681.9535026483522,1.0945605791725026,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.0,5.0,383.0,104.0,350.0,0.0,0.0,1693.0,0.5,38.0,9160.884177867836,1581.849646354599,54.0,4.476648167375345,1.0,0.6359064705380585,31.751041631569574,12.598846942801705,0.19210170164194357,0.0,0.0,0.0,1558.5803690520665,1.086244914678149,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.5,5.0,372.0,104.0,350.0,0.0,0.0,1752.0,0.5,32.57142857142857,8992.023572737386,1829.9890412241475,53.5,5.192023337329601,1.0,0.7279484955885533,36.101545448347885,12.645249718722907,0.18800451463431875,0.0,0.0,0.0,1615.9263749000709,1.0842078124434005,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,4.0,5.0,360.0,104.0,350.0,0.0,0.0,1718.0,0.5,28.5,8824.73376393373,2073.699232420491,53.0,5.898887652070144,1.0,0.8134171344662248,40.0679161272689,12.689818823160696,0.18410027075880442,0.0,0.0,0.0,1664.3040351204847,1.0322633147227982,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.0,7.0,383.0,104.0,350.0,0.0,0.0,1728.0,0.5,38.0,9160.884177867836,1581.849646354599,54.0,4.476648167375345,1.0,0.6359064705380585,31.751041631569574,12.598846942801705,0.19210170164194357,0.0,0.0,0.0,1558.5803690520665,1.108701247822706,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.5,7.0,372.0,104.0,350.0,0.0,0.0,1730.0,0.5,32.57142857142857,8992.023572737386,1829.9890412241475,53.5,5.192023337329601,1.0,0.7279484955885533,36.101545448347885,12.645249718722907,0.18800451463431875,0.0,0.0,0.0,1615.9263749000709,1.0705933307802984,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,4.0,7.0,360.0,104.0,350.0,0.0,0.0,1788.0,0.5,28.5,8824.73376393373,2073.699232420491,53.0,5.898887652070144,1.0,0.8134171344662248,40.0679161272689,12.689818823160696,0.18410027075880442,0.0,0.0,0.0,1664.3040351204847,1.0743229375578365,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.0,0.0,380.0,51.0,350.0,0.0,0.0,985.0,0.5,38.0,9160.884177867836,1581.849646354599,54.0,4.476648167375345,1.0,1.28659313549706,31.502338955604277,12.598846942801705,0.1685675793672602,0.0,0.0,0.0,1068.3079586860072,0.9220187793148392,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.5,0.0,380.0,51.0,350.0,0.0,0.0,1045.0,0.5,32.57142857142857,8992.023572737386,1829.9890412241475,53.5,5.192023337329601,1.0,1.5163675176923694,36.87792276981773,12.645249718722907,0.16726016175884,0.0,0.0,0.0,1153.9890378747828,0.9055545292912834,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,4.0,0.0,380.0,51.0,350.0,0.0,0.0,1424.0,0.5,28.5,8824.73376393373,2073.699232420491,53.0,5.898887652070144,1.0,1.7508848123150982,42.29391146767273,12.689818823160696,0.16623713142123395,0.0,0.0,0.0,1238.067130280407,1.1501799580750371,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.0,0.0,380.0,67.0,350.0,0.0,0.0,986.0,0.5,38.0,9160.884177867836,1581.849646354599,54.0,4.476648167375345,1.0,0.9793470135873142,31.502338955604277,12.598846942801705,0.17608882590251268,0.0,0.0,0.0,1214.8821055318926,0.811601385443335,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.5,0.0,380.0,67.0,350.0,0.0,0.0,1128.0,0.5,32.57142857142857,8992.023572737386,1829.9890412241475,53.5,5.192023337329601,1.0,1.1542499015270273,36.87792276981773,12.645249718722907,0.17418751225748275,0.0,0.0,0.0,1297.861415038581,0.8691220702993688,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,4.0,0.0,380.0,67.0,350.0,0.0,0.0,1459.0,0.5,28.5,8824.73376393373,2073.699232420491,53.0,5.898887652070144,1.0,1.3327630660905971,42.29391146767273,12.689818823160696,0.17265117956101367,0.0,0.0,0.0,1379.2628705033464,1.0578114086893056,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.0,0.0,380.0,83.0,350.0,0.0,0.0,1279.0,0.5,38.0,9160.884177867836,1581.849646354599,54.0,4.476648167375345,1.0,0.7905572278355428,31.502338955604277,12.598846942801705,0.18315693634298397,0.0,0.0,0.0,1361.4562523777781,0.9394352538072607,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,3.5,0.0,380.0,83.0,350.0,0.0,0.0,1386.0,0.5,32.57142857142857,8992.023572737386,1829.9890412241475,53.5,5.192023337329601,1.0,0.9317438964133835,36.87792276981773,12.645249718722907,0.18075337619561857,0.0,0.0,0.0,1441.7337922023792,0.9613425221051102,1.0,3.0701754385964914,axial,circular
114.0,114.0,57.0,4.0,0.0,380.0,83.0,350.0,0.0,0.0,1629.0,0.5,28.5,8824.73376393373,2073.699232420491,53.0,5.898887652070144,1.0,1.0758448846755424,42.29391146767273,12.689818823160696,0.17877430403678954,0.0,0.0,0.0,1520.4586107262862,1.0713872699381577,1.0,3.0701754385964914,axial,circular
108.0,108.0,54.0,4.0,0.0,336.0,54.9,324.0,0.0,0.0,1165.0,0.5,27.0,7853.981633974483,1957.097456106646,50.0,5.883481177391708,1.0,1.525069037648874,39.53699351207228,12.418551372753713,0.1574567363104633,0.0,0.0,0.0,1088.768336957032,1.0700164217266142,1.0,3.0,axial,circular
108.0,108.0,54.0,4.0,0.0,336.0,54.9,324.0,0.0,0.0,1235.0,0.5,27.0,7853.981633974483,1957.097456106646,50.0,5.883481177391708,1.0,1.525069037648874,39.53699351207228,12.418551372753713,0.1574567363104633,0.0,0.0,0.0,1088.768336957032,1.1343092539333635,1.0,3.0,axial,circular
108.0,108.0,54.0,4.0,0.0,336.0,54.9,324.0,0.0,0.0,1040.0,0.5,27.0,7853.981633974483,1957.097456106646,50.0,5.883481177391708,1.0,1.525069037648874,39.53699351207228,12.418551372753713,0.1574567363104633,0.0,0.0,0.0,1088.768336957032,0.9552077927859903,1.0,3.0,axial,circular
108.0,108.0,54.0,4.0,0.0,336.0,54.9,324.0,0.0,0.0,1130.0,0.5,27.0,7853.981633974483,1957.097456106646,50.0,5.883481177391708,1.0,1.525069037648874,39.53699351207228,12.418551372753713,0.1574567363104633,0.0,0.0,0.0,1088.768336957032,1.0378700056232395,1.0,3.0,axial,circular
108.0,108.0,54.0,4.0,0.0,336.0,54.9,324.0,0.0,0.0,1080.0,0.5,27.0,7853.981633974483,1957.097456106646,50.0,5.883481177391708,1.0,1.525069037648874,39.53699351207228,12.418551372753713,0.1574567363104633,0.0,0.0,0.0,1088.768336957032,0.9919465540469901,1.0,3.0,axial,circular
219.0,219.0,109.5,7.0,0.0,326.0,32.8,657.0,0.0,0.0,3000.0,0.5,31.285714285714285,33006.35781677776,7013.876502072747,102.49999999999999,10.366453080983902,1.0,2.112050351366674,32.97037760390978,12.36892636503933,0.14718754461530104,0.0,0.0,0.0,3369.1322760660255,0.8904369891653398,1.0,3.0,axial,circular
219.0,219.0,109.5,7.0,0.0,326.0,32.8,657.0,0.0,0.0,3000.0,0.5,31.285714285714285,33006.35781677776,7013.876502072747,102.49999999999999,10.366453080983902,1.0,2.112050351366674,32.97037760390978,12.36892636503933,0.14718754461530104,0.0,0.0,0.0,3369.1322760660255,0.8904369891653398,1.0,3.0,axial,circular
219.0,219.0,109.5,4.0,0.0,338.0,32.8,657.0,0.0,0.0,2200.0,0.5,54.75,34966.71163261779,4114.2303179127775,105.5,6.034076336466413,1.0,1.2124858103939615,19.331922291238367,12.222912475229196,0.15223847987989256,0.0,0.0,0.0,2537.5179890043823,0.8669889275792639,1.0,3.0,axial,circular
219.0,219.0,109.5,4.0,0.0,338.0,32.8,657.0,0.0,0.0,2200.0,0.5,54.75,34966.71163261779,4114.2303179127775,105.5,6.034076336466413,1.0,1.2124858103939615,19.331922291238367,12.222912475229196,0.15223847987989256,0.0,0.0,0.0,2537.5179890043823,0.8669889275792639,1.0,3.0,axial,circular
219.0,219.0,109.5,7.0,0.0,326.0,32.8,876.0,0.0,0.0,2850.0,0.5,31.285714285714285,33006.35781677776,7013.876502072747,102.49999999999999,10.366453080983902,1.0,2.112050351366674,32.97037760390978,16.49190182005244,0.19625005948706806,0.0,0.0,0.0,3369.1322760660255,0.8459151397070728,1.0,4.0,axial,circular
219.0,219.0,109.5,7.0,0.0,326.0,32.8,876.0,0.0,0.0,2850.0,0.5,31.285714285714285,33006.35781677776,7013.876502072747,102.49999999999999,10.366453080983902,1.0,2.112050351366674,32.97037760390978,16.49190182005244,0.19625005948706806,0.0,0.0,0.0,3369.1322760660255,0.8459151397070728,1.0,4.0,axial,circular
219.0,219.0,109.5,4.0,0.0,338.0,32.8,876.0,0.0,0.0,2150.0,0.5,54.75,34966.71163261779,4114.2303179127775,105.5,6.034076336466413,1.0,1.2124858103939615,19.331922291238367,16.297216633638925,0.20298463983985673,0.0,0.0,0.0,2537.5179890043823,0.8472846337706443,1.0,4.0,axial,circular
219.0,219.0,109.5,4.0,0.0,338.0,32.8,876.0,0.0,0.0,2150.0,0.5,54.75,34966.71163261779,4114.2303179127775,105.5,6.034076336466413,1.0,1.2124858103939615,19.331922291238367,16.297216633638925,0.20298463983985673,0.0,0.0,0.0,2537.5179890043823,0.8472846337706443,1.0,4.0,axial,circular
219.0,219.0,109.5,7.0,0.0,326.0,32.8,985.5,0.0,0.0,2750.0,0.5,31.285714285714285,33006.35781677776,7013.876502072747,102.49999999999999,10.366453080983902,1.0,2.112050351366674,32.97037760390978,18.553389547558993,0.22078131692295158,0.0,0.0,0.0,3369.1322760660255,0.8162339067348948,1.0,4.5,axial,circular
219.0,219.0,109.5,7.0,0.0,326.0,32.8,985.5,0.0,0.0,2750.0,0.5,31.285714285714285,33006.35781677776,7013.876502072747,102.49999999999999,10.366453080983902,1.0,2.112050351366674,32.97037760390978,18.553389547558993,0.22078131692295158,0.0,0.0,0.0,3369.1322760660255,0.8162339067348948,1.0,4.5,axial,circular
219.0,219.0,109.5,4.0,0.0,338.0,32.8,985.5,0.0,0.0,2100.0,0.5,54.75,34966.71163261779,4114.2303179127775,105.5,6.034076336466413,1.0,1.2124858103939615,19.331922291238367,18.33436871284379,0.22835771981983882,0.0,0.0,0.0,2537.5179890043823,0.8275803399620247,1.0,4.5,axial,circular
219.0,219.0,109.5,4.0,0.0,338.0,32.8,985.5,0.0,0.0,2100.0,0.5,54.75,34966.71163261779,4114.2303179127775,105.5,6.034076336466413,1.0,1.2124858103939615,19.331922291238367,18.33436871284379,0.22835771981983882,0.0,0.0,0.0,2537.5179890043823,0.8275803399620247,1.0,4.5,axial,circular
219.0,219.0,109.5,7.0,0.0,326.0,32.8,1095.0,0.0,0.0,2700.0,0.5,31.285714285714285,33006.35781677776,7013.876502072747,102.49999999999999,10.366453080983902,1.0,2.112050351366674,32.97037760390978,20.61487727506555,0.24531257435883508,0.0,0.0,0.0,3369.1322760660255,0.8013932902488058,1.0,5.0,axial,circular
219.0,219.0,109.5,7.0,0.0,326.0,32.8,1095.0,0.0,0.0,2700.0,0.5,31.285714285714285,33006.35781677776,7013.876502072747,102.49999999999999,10.366453080983902,1.0,2.112050351366674,32.97037760390978,20.61487727506555,0.24531257435883508,0.0,0.0,0.0,3369.1322760660255,0.8013932902488058,1.0,5.0,axial,circular
219.0,219.0,109.5,4.0,0.0,338.0,32.8,1095.0,0.0,0.0,2000.0,0.5,54.75,34966.71163261779,4114.2303179127775,105.5,6.034076336466413,1.0,1.2124858103939615,19.331922291238367,20.371520792048656,0.2537307997998209,0.0,0.0,0.0,2537.5179890043823,0.7881717523447854,1.0,5.0,axial,circular
219.0,219.0,109.5,4.0,0.0,338.0,32.8,1095.0,0.0,0.0,2000.0,0.5,54.75,34966.71163261779,4114.2303179127775,105.5,6.034076336466413,1.0,1.2124858103939615,19.331922291238367,20.371520792048656,0.2537307997998209,0.0,0.0,0.0,2537.5179890043823,0.7881717523447854,1.0,5.0,axial,circular
219.0,219.0,109.5,7.0,0.0,326.0,32.8,1314.0,0.0,0.0,2600.0,0.5,31.285714285714285,33006.35781677776,7013.876502072747,102.49999999999999,10.366453080983902,1.0,2.112050351366674,32.97037760390978,24.73785273007866,0.29437508923060207,0.0,0.0,0.0,3369.1322760660255,0.7717120572766278,1.0,6.0,axial,circular
219.0,219.0,109.5,7.0,0.0,326.0,32.8,1314.0,0.0,0.0,2600.0,0.5,31.285714285714285,33006.35781677776,7013.876502072747,102.49999999999999,10.366453080983902,1.0,2.112050351366674,32.97037760390978,24.73785273007866,0.29437508923060207,0.0,0.0,0.0,3369.1322760660255,0.7717120572766278,1.0,6.0,axial,circular
219.0,219.0,109.5,4.0,0.0,338.0,32.8,1314.0,0.0,0.0,1950.0,0.5,54.75,34966.71163261779,4114.2303179127775,105.5,6.034076336466413,1.0,1.2124858103939615,19.331922291238367,24.44582495045839,0.3044769597597851,0.0,0.0,0.0,2537.5179890043823,0.7684674585361658,1.0,6.0,axial,circular
219.0,219.0,109.5,4.0,0.0,338.0,32.8,1314.0,0.0,0.0,1950.0,0.5,54.75,34966.71163261779,4114.2303179127775,105.5,6.034076336466413,1.0,1.2124858103939615,19.331922291238367,24.44582495045839,0.3044769597597851,0.0,0.0,0.0,2537.5179890043823,0.7684674585361658,1.0,6.0,axial,circular
165.0,165.0,82.5,0.0,0.0,0.0,32.1,1200.0,0.0,0.0,406.0,0.5,0.0,21382.46499849553,0.0,82.5,0.0,1.0,0.0,0.0,29.09090909090909,0.4150583205056671,0.0,0.0,0.0,686.3771264517065,0.5915115529837898,1.0,7.2727272727272725,axial,circular
