Ref.No.,fc (MPa),type (规格备注),试件标号,fy (MPa),fcy150,R再生骨料取代率(%),b (mm),h (mm),t (mm),r0 (mm),L (mm),e1 (mm),e2 (mm),Nexp (kN)
"Experimental research on mechanics behavior of stub- column concrete- filled thin- walled stiffened square steel tube under axial load, LI Bin; GUO Shizhuang; GAO Chunyan, Unknown, 2018",20.6,prism,SCFT2-6,325,20.6,0,200,200,2.5,0,600,0,0,1577
"Experimental research on mechanics behavior of stub- column concrete- filled thin- walled stiffened square steel tube under axial load, LI Bin; GUO Shizhuang; GAO Chunyan, Unknown, 2018",20.6,prism,UCFT3-1,325,20.6,0,250,250,2.5,0,750,0,0,2031
"Experimental research on mechanics behavior of stub- column concrete- filled thin- walled stiffened square steel tube under axial load, LI Bin; GUO Shizhuang; GAO Chunyan, Unknown, 2018",20.6,prism,UCFT3-2,325,20.6,0,250,250,2.5,0,750,0,0,2093
"Experimental research on mechanics behavior of stub- column concrete- filled thin- walled stiffened square steel tube under axial load, LI Bin; GUO Shizhuang; GAO Chunyan, Unknown, 2018",20.6,prism,SCFT3-1,325,20.6,0,250,250,2.5,0,750,0,0,2391
"Experimental research on mechanics behavior of stub- column concrete- filled thin- walled stiffened square steel tube under axial load, LI Bin; GUO Shizhuang; GAO Chunyan, Unknown, 2018",20.6,prism,SCFT3-2,325,20.6,0,250,250,2.5,0,750,0,0,2424
"Experimental research on mechanics behavior of stub- column concrete- filled thin- walled stiffened square steel tube under axial load, LI Bin; GUO Shizhuang; GAO Chunyan, Unknown, 2018",20.6,prism,SCFT3-3,325,20.6,0,250,250,2.5,0,750,0,0,2426
"Experimental research on mechanics behavior of stub- column concrete- filled thin- walled stiffened square steel tube under axial load, LI Bin; GUO Shizhuang; GAO Chunyan, Unknown, 2018",20.6,prism,SCFT3-4,325,20.6,0,250,250,2.5,0,750,0,0,2464
"Experimental research on mechanics behavior of stub- column concrete- filled thin- walled stiffened square steel tube under axial load, LI Bin; GUO Shizhuang; GAO Chunyan, Unknown, 2018",20.6,prism,SCFT3-5,325,20.6,0,250,250,2.5,0,750,0,0,2470
"Experimental research on mechanics behavior of stub- column concrete- filled thin- walled stiffened square steel tube under axial load, LI Bin; GUO Shizhuang; GAO Chunyan, Unknown, 2018",20.6,prism,SCFT3-6,325,20.6,0,250,250,2.5,0,750,0,0,2513
"Experimental research on mechanics behavior of stub- column concrete- filled thin- walled stiffened square steel tube under axial load, LI Bin; GUO Shizhuang; GAO Chunyan, Unknown, 2018",20.6,prism,SCFT3-7,325,20.6,0,250,250,2.5,0,750,0,0,2534
"Experimental research on mechanics behavior of stub- column concrete- filled thin- walled stiffened square steel tube under axial load, LI Bin; GUO Shizhuang; GAO Chunyan, Unknown, 2018",20.6,prism,SCFT3-8,325,20.6,0,250,250,2.5,0,750,0,0,2538
"Compressive behaviours of CFST stub columns at low temperatures relevant to the Arctic environment, Jia-Bao Yan; Xin Dong; Jin-Song Zhu, Unknown, 2019",35,cylinder,S1,335,35,0,120.2,119.7,4.2,0,400,0,0,1107
"Compressive behaviours of CFST stub columns at low temperatures relevant to the Arctic environment, Jia-Bao Yan; Xin Dong; Jin-Song Zhu, Unknown, 2019",35.3,cylinder,S2-1,351,35.3,0,120.2,119.7,4.2,0,400,0,0,1117
"Compressive behaviours of CFST stub columns at low temperatures relevant to the Arctic environment, Jia-Bao Yan; Xin Dong; Jin-Song Zhu, Unknown, 2019",35.3,cylinder,S2-2,351,35.3,0,120.2,119.7,4.2,0,400,0,0,1349
"Compressive behaviours of CFST stub columns at low temperatures relevant to the Arctic environment, Jia-Bao Yan; Xin Dong; Jin-Song Zhu, Unknown, 2019",44,cylinder,S3-1,362,44,0,120.2,119.7,4.2,0,400,0,0,1308
"Compressive behaviours of CFST stub columns at low temperatures relevant to the Arctic environment, Jia-Bao Yan; Xin Dong; Jin-Song Zhu, Unknown, 2019",44,cylinder,S3-2,362,44,0,120.2,119.7,4.2,0,400,0,0,1370
"Compressive behaviours of CFST stub columns at low temperatures relevant to the Arctic environment, Jia-Bao Yan; Xin Dong; Jin-Song Zhu, Unknown, 2019",50.3,cylinder,S4-1,371,50.3,0,120.2,119.7,4.2,0,400,0,0,1362
"Compressive behaviours of CFST stub columns at low temperatures relevant to the Arctic environment, Jia-Bao Yan; Xin Dong; Jin-Song Zhu, Unknown, 2019",50.3,cylinder,S4-2,371,50.3,0,120.2,119.7,4.2,0,400,0,0,1470
"Compressive behaviours of CFST stub columns at low temperatures relevant to the Arctic environment, Jia-Bao Yan; Xin Dong; Jin-Song Zhu, Unknown, 2019",44,cylinder,S5,369,44,0,120.2,119.7,3.1,0,400,0,0,1221
"Compressive behaviours of CFST stub columns at low temperatures relevant to the Arctic environment, Jia-Bao Yan; Xin Dong; Jin-Song Zhu, Unknown, 2019",44,cylinder,S6,380,44,0,120.4,119.4,4.8,0,400,0,0,1576
"Compressive behaviours of CFST stub columns at low temperatures relevant to the Arctic environment, Jia-Bao Yan; Xin Dong; Jin-Song Zhu, Unknown, 2019",37.3,cylinder,S7,362,37.3,0,120.2,119.7,4.2,0,400,0,0,1326
"Compressive behaviours of CFST stub columns at low temperatures relevant to the Arctic environment, Jia-Bao Yan; Xin Dong; Jin-Song Zhu, Unknown, 2019",54,cylinder,S8,362,54,0,120.2,119.7,4.2,0,400,0,0,1494
"Compressive behaviours of CFST stub columns at low temperatures relevant to the Arctic environment, Jia-Bao Yan; Xin Dong; Jin-Song Zhu, Unknown, 2019",44,cylinder,S9,420,44,0,149.7,100.2,4.2,0,400,0,0,1658
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",66,Cylinder 100x200,Nr-6,372,63.07,0,100,50,3.2,0,300,0,0,716
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",66,Cylinder 100x200,Nr-20,372,63.07,0,100,50,3.2,0,1000,0,0,639
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",50,Cylinder 100x200,Er-6,372,47.78,0,100,50,3.2,0,300,0,0,480
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",50,Cylinder 100x200,Er-20,372,47.78,0,100,50,3.2,0,1000,0,0,539
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",36,Cylinder 100x200,Lr-6,372,34.402,0,100,50,3.2,0,300,0,0,518
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",36,Cylinder 100x200,Lr-20,372,34.402,0,100,50,3.2,0,1000,0,0,489
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",127,Cylinder 100x200,Ur-6,372,121.362,0,100,50,3.2,0,300,0,0,809
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",127,Cylinder 100x200,Ur-20,372,121.362,0,100,50,3.2,0,1000,0,0,754
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",56,Cylinder 100x200,Sr-6,372,53.514,0,100,50,3.2,0,300,0,0,649
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",56,Cylinder 100x200,Sr-20,372,53.514,0,100,50,3.2,0,1000,0,0,631
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",46,Cylinder 100x200,Rr-6,372,43.958,0,100,50,3.2,0,300,0,0,522
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",46,Cylinder 100x200,Rr-20,372,43.958,0,100,50,3.2,0,1000,0,0,558
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",66,Cylinder 100x200,Ns4-3,351,63.07,0,100,100,3.2,0,300,0,0,1217
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",66,Cylinder 100x200,Ns4-10,351,63.07,0,100,100,3.2,0,1000,0,0,1204
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",50,Cylinder 100x200,Es4-3,351,47.78,0,100,100,3.2,0,300,0,0,941
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",50,Cylinder 100x200,Es4-10,351,47.78,0,100,100,3.2,0,1000,0,0,886
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",36,Cylinder 100x200,Ls4-3,351,34.402,0,100,100,3.2,0,300,0,0,889
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",36,Cylinder 100x200,Ls4-10,351,34.402,0,100,100,3.2,0,1000,0,0,812
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",127,Cylinder 100x200,Us4-3,351,121.362,0,100,100,3.2,0,300,0,0,1535
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",127,Cylinder 100x200,Us4-10,351,121.362,0,100,100,3.2,0,1000,0,0,1446
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",56,Cylinder 100x200,Ss4-3,351,53.514,0,100,100,3.2,0,300,0,0,1013
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",56,Cylinder 100x200,Ss4-10,351,53.514,0,100,100,3.2,0,1000,0,0,768
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",66,Cylinder 100x200,Ns2-6,365,63.07,0,50,50,1.6,0,300,0,0,266
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",66,Cylinder 100x200,Ns2-20,365,63.07,0,50,50,1.6,0,1000,0,0,309
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",50,Cylinder 100x200,Es2-6,365,47.78,0,50,50,1.6,0,300,0,0,176
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",50,Cylinder 100x200,Es2-20,365,47.78,0,50,50,1.6,0,1000,0,0,184
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",36,Cylinder 100x200,Ls2-6,365,34.402,0,50,50,1.6,0,300,0,0,187
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",36,Cylinder 100x200,Ls2-20,365,34.402,0,50,50,1.6,0,1000,0,0,167
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",127,Cylinder 100x200,Us2-6,365,121.362,0,50,50,1.6,0,300,0,0,330
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",127,Cylinder 100x200,Us2-20,365,121.362,0,50,50,1.6,0,1000,0,0,326
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",56,Cylinder 100x200,Ss2-6,365,53.514,0,50,50,1.6,0,300,0,0,202
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",56,Cylinder 100x200,Ss2-20,365,53.514,0,50,50,1.6,0,1000,0,0,225
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",46,Cylinder 100x200,Rs2-6,365,43.958,0,50,50,1.6,0,300,0,0,168
"Confinement of six different concretes in CFST columns having different shapes and slenderness, Khandaker M. A. Hossain; Katie Chu, Unknown, 2019",46,Cylinder 100x200,Rs2-16,365,43.958,0,50,50,1.6,0,800,0,0,168
"Behaviour and design of high strength CFST columns with slender sections, Tan-Trac Nguyen; Huu-Tai Thai; Tuan Ngo; Brian Uy; Dongxu Li, Journal of Constructional Steel Research, 2021",150,cylinder,C35-150,723.7,150,0,105,105,3,0,333,0,0,2437
"Behaviour and design of high strength CFST columns with slender sections, Tan-Trac Nguyen; Huu-Tai Thai; Tuan Ngo; Brian Uy; Dongxu Li, Journal of Constructional Steel Research, 2021",150,cylinder,C40-150,723.7,150,0,120,120,3,0,378,0,0,2918
"Behaviour and design of high strength CFST columns with slender sections, Tan-Trac Nguyen; Huu-Tai Thai; Tuan Ngo; Brian Uy; Dongxu Li, Journal of Constructional Steel Research, 2021",150,cylinder,C45-150,723.7,150,0,135,135,3,0,423,0,0,3131
"Behaviour and design of high strength CFST columns with slender sections, Tan-Trac Nguyen; Huu-Tai Thai; Tuan Ngo; Brian Uy; Dongxu Li, Journal of Constructional Steel Research, 2021",130.1,cylinder,C35-130,723.7,130.1,0,105,105,3,0,333,0,0,2216
"Behaviour and design of high strength CFST columns with slender sections, Tan-Trac Nguyen; Huu-Tai Thai; Tuan Ngo; Brian Uy; Dongxu Li, Journal of Constructional Steel Research, 2021",130.1,cylinder,C40-130,723.7,130.1,0,120,120,3,0,378,0,0,2739
"Behaviour and design of high strength CFST columns with slender sections, Tan-Trac Nguyen; Huu-Tai Thai; Tuan Ngo; Brian Uy; Dongxu Li, Journal of Constructional Steel Research, 2021",130.1,cylinder,C45-130,723.7,130.1,0,135,135,3,0,423,0,0,3154
"Compressive Strength and Deformation Capacity of Concrete-Filled Tubular Stub-Columns, Ben KATO, Journal of Structural and Construction Engineering (AIJ), 1995",30.106,Cylinder 100x200,R04LB,357.943,28.769,0,248.6,248.6,4.52,0,737.99,0,0,3550.007
"Compressive Strength and Deformation Capacity of Concrete-Filled Tubular Stub-Columns, Ben KATO, Journal of Structural and Construction Engineering (AIJ), 1995",28.93,Cylinder 100x200,R06LB,371.672,27.646,0,247.68,247.68,5.76,0,740.93,0,0,4010.92
"Compressive Strength and Deformation Capacity of Concrete-Filled Tubular Stub-Columns, Ben KATO, Journal of Structural and Construction Engineering (AIJ), 1995",30.106,Cylinder 100x200,R08LB,358.923,28.769,0,252.45,252.45,7.65,0,738.95,0,0,4658.159
"Compressive Strength and Deformation Capacity of Concrete-Filled Tubular Stub-Columns, Ben KATO, Journal of Structural and Construction Engineering (AIJ), 1995",30.106,Cylinder 100x200,R12LB,316.755,28.769,0,249.69,249.69,11.89,0,735.66,0,0,5638.824
"Compressive Strength and Deformation Capacity of Concrete-Filled Tubular Stub-Columns, Ben KATO, Journal of Structural and Construction Engineering (AIJ), 1995",35.598,Cylinder 100x200,R04MB,357.943,34.018,0,248.6,248.6,4.52,0,737.99,0,0,3971.693
"Compressive Strength and Deformation Capacity of Concrete-Filled Tubular Stub-Columns, Ben KATO, Journal of Structural and Construction Engineering (AIJ), 1995",35.696,Cylinder 100x200,R06MB,371.672,34.111,0,247.68,247.68,5.76,0,740.93,0,0,4766.032
"Compressive Strength and Deformation Capacity of Concrete-Filled Tubular Stub-Columns, Ben KATO, Journal of Structural and Construction Engineering (AIJ), 1995",35.598,Cylinder 100x200,R08MB,358.923,34.018,0,244.8,244.8,7.65,0,738.95,0,0,5550.564
"Compressive Strength and Deformation Capacity of Concrete-Filled Tubular Stub-Columns, Ben KATO, Journal of Structural and Construction Engineering (AIJ), 1995",35.598,Cylinder 100x200,R12MB,316.755,34.018,0,249.69,249.69,11.89,0,735.66,0,0,6178.189
"Compressive Strength and Deformation Capacity of Concrete-Filled Tubular Stub-Columns, Ben KATO, Journal of Structural and Construction Engineering (AIJ), 1995",35.696,Cylinder 100x200,R12MBH,477.584,34.111,0,243.81,243.81,11.61,0,735.66,0,0,7806.093
"Compressive Strength and Deformation Capacity of Concrete-Filled Tubular Stub-Columns, Ben KATO, Journal of Structural and Construction Engineering (AIJ), 1995",82.474,Cylinder 100x200,R06HB,371.672,78.812,0,247.68,247.68,5.76,0,740.93,0,0,6609.682
"Compressive Strength and Deformation Capacity of Concrete-Filled Tubular Stub-Columns, Ben KATO, Journal of Structural and Construction Engineering (AIJ), 1995",82.474,Cylinder 100x200,R08HB,358.923,78.812,0,252.45,252.45,7.65,0,738.95,0,0,7119.628
"Compressive Strength and Deformation Capacity of Concrete-Filled Tubular Stub-Columns, Ben KATO, Journal of Structural and Construction Engineering (AIJ), 1995",82.474,Cylinder 100x200,R12HB,316.755,78.812,0,249.69,249.69,11.89,0,735.66,0,0,7982.613
"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",88.1,cylinder,BR17H00,542,88.1,0,151,151,8.51,0,453,0,0,4572
"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",86.2,cylinder,BR17H05,542,86.2,0,151,151,8.51,0,453,0,0,4224
"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",86.8,cylinder,BR17H10,542,86.8,0,151,151,8.51,0,453,0,0,4164
"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",82.8,cylinder,BR17H10T,526,82.8,0,151,151,8.48,0,453,0,0,4039
"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",94,cylinder,BR17H20,542,94,0,151,151,8.51,0,453,0,0,3899
"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",76.4,cylinder,BR17H30,542,76.4,0,151,151,8.51,0,453,0,0,3560
"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",68.5,cylinder,BR17H50,542,68.5,0,151,151,8.51,0,453,0,0,3151
"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",80,cylinder,BR33H00,353,80,0,151,151,4.44,0,453,0,0,2753
"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",80.6,cylinder,BR33H05,353,80.6,0,151,151,4.44,0,453,0,0,2642
"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",87.4,cylinder,BR33H10,353,87.4,0,151,151,4.44,0,453,0,0,2606
"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",76.5,cylinder,BR33H20,353,76.5,0,151,151,4.44,0,453,0,0,2227
"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",78.8,cylinder,BR33H30,353,78.8,0,151,151,4.44,0,453,0,0,2089
"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",71.3,cylinder,BR33H50,353,71.3,0,151,151,4.44,0,453,0,0,1628
"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",49.2,cylinder,BR17M10,542,49.2,0,151,151,8.49,0,453,0,0,3720
"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",58.1,cylinder,BR17M10T,526,58.1,0,151,151,8.48,0,453,0,0,3647
"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",53.5,cylinder,BR17M20,542,53.5,0,151,151,8.49,0,453,0,0,3504
"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",82.6,cylinder,UR17H05,542,82.6,0,151,151,8.51,0,453,0,0,2305
"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",83.1,cylinder,UR17H10,542,83.1,0,151,151,8.51,0,453,0,0,2023
"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",83.6,cylinder,UR17H10T,526,83.6,0,151,151,8.48,0,453,0,0,1996
"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",81.8,cylinder,UR17H20,542,81.8,0,151,151,8.51,0,453,0,0,1620
"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",79.8,cylinder,UR33H05,353,79.8,0,151,151,4.44,0,453,0,0,1441
"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",76.1,cylinder,UR33H10,353,76.1,0,151,151,4.44,0,453,0,0,1401
"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",78.7,cylinder,UR33H20,353,78.7,0,151,151,4.44,0,453,0,0,1252
"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",51,cylinder,UR17M10,542,51,0,151,151,8.49,0,453,0,0,1567
"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",54.9,cylinder,UR17M10T,526,54.9,0,151,151,8.48,0,453,0,0,1578
"AXIAL COMPRESSION BEHAVIOR OF CENTRIFUGAL CONCRETE FILLED STEEL TUBULAR COLUMNNS USING SUPER HIGH STRENGTH CONCRETE, Satoshi MIYAKI; Chiaki MATSUI; Keigo TSUDA; Tatsuo HATATO; Terutake IMAMURA, Unknown, 1995",46.4,cylinder,UR17M20,542,46.4,0,151,151,8.49,0,453,0,0,1153
"矩形钢管混凝土短柱强度研究, 姚民乐; 高金良, Unknown, 2006",23.6,Cube 150x150x150mm,cfrt1-1,254.2,18.317,0,100,100,3.96,0,350,0,0,651
"矩形钢管混凝土短柱强度研究, 姚民乐; 高金良, Unknown, 2006",23.6,Cube 150x150x150mm,cfrt1-2,254.2,18.317,0,100,100,3.96,0,350,0,0,651
"矩形钢管混凝土短柱强度研究, 姚民乐; 高金良, Unknown, 2006",23.6,Cube 150x150x150mm,cfrt2-1,254.2,18.317,0,200,150,3.96,0,520,0,0,1450
"矩形钢管混凝土短柱强度研究, 姚民乐; 高金良, Unknown, 2006",23.6,Cube 150x150x150mm,cfrt2-2,254.2,18.317,0,200,150,3.96,0,520,0,0,1450
"矩形钢管混凝土短柱强度研究, 姚民乐; 高金良, Unknown, 2006",23.6,Cube 150x150x150mm,cfrt3-1,254.2,18.317,0,200,200,3.96,0,690,0,0,1724
