Ref.No.,fc (MPa),type (规格备注),试件标号,fy (MPa),fcy150,R再生骨料取代率(%),b (mm),h (mm),t (mm),r0 (mm),L (mm),e1 (mm),e2 (mm),Nexp (kN)
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,L-12-4-2,363,93.7767476,0,83,83,4,41.5,996,0,0,822
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,L-12-6-1,453,93.7767476,0,83,83,6,41.5,996,0,0,1076
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,L-12-6-2,453,93.7767476,0,83,83,6,41.5,996,0,0,1076
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,L-12-8-1,294,93.7767476,0,83,83,8,41.5,996,0,0,879
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,L-12-8-2,294,93.7767476,0,83,83,8,41.5,996,0,0,879
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,L-12-10-1,362,93.7767476,0,83,83,10,41.5,996,0,0,1207
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,L-12-10-2,362,93.7767476,0,83,83,10,41.5,996,0,0,1207
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",133.9,fcu100,C1,310,118.097703,0,110,110,5,55,300,0,0,1580
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",133.9,fcu100,C1,321,118.097703,0,113,113,6.5,56.5,300,0,0,2076
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",133.9,fcu100,C1,321,118.097703,0,113,113,6.5,56.5,300,0,0,2048
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",125.5,fcu100,C2,310,110.0141539,0,110,110,5,55,300,0,0,1620
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",125.5,fcu100,C2,310,110.0141539,0,110,110,5,55,300,0,0,1621
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",125.5,fcu100,C2,320,110.0141539,0,110,110,5,55,300,0,0,1645
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",125.5,fcu100,C2,320,110.0141539,0,110,110,5,55,300,0,0,1709
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",125.5,fcu100,C2,320,110.0141539,0,110,110,5,55,300,0,0,1655
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",125.5,fcu100,C2,321,110.0141539,0,113,113,6.5,56.5,300,0,0,2096
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",125.5,fcu100,C2,321,110.0141539,0,113,113,6.5,56.5,300,0,0,2172
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",163,fcu100,C3,321,146.4241048,0,113,113,6.5,56.5,300,0,0,2379
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",163,fcu100,C3,321,146.4241048,0,113,113,6.5,56.5,300,0,0,2415
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",170,fcu100,C4,391,153.3055763,0,108,108,6,54,300,0,0,2141
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",170,fcu100,C4,391,153.3055763,0,108,108,6,54,300,0,0,2146
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",178.2,fcu100,C5,320,161.3970951,0,110,110,5,55,300,0,0,1693
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",178.2,fcu100,C5,320,161.3970951,0,110,110,5,55,300,0,0,1641
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",178.2,fcu100,C5,320,161.3970951,0,110,110,5,55,300,0,0,1734
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",125.5,fcu100,C2,310,110.0141539,0,110,110,5,55,300,0,0,1789
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",125.5,fcu100,C2,310,110.0141539,0,110,110,5,55,300,0,0,1730
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",125.5,fcu100,C2,320,110.0141539,0,110,110,5,55,300,0,0,1865
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",125.5,fcu100,C2,320,110.0141539,0,110,110,5,55,300,0,0,1745
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",178.2,fcu100,C5,320,161.3970951,0,110,110,5,55,300,0,0,1886
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",178.2,fcu100,C5,320,161.3970951,0,110,110,5,55,300,0,0,1745
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",133.9,fcu100,C1,310,118.097703,0,110,110,5,55,300,0,0,1789
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",125.5,fcu100,C2,310,110.0141539,0,110,110,5,55,300,0,0,1760
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",125.5,fcu100,C2,310,110.0141539,0,110,110,5,55,300,0,0,1780
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",170,fcu100,C4,391,153.3055763,0,108,108,6,54,300,0,0,2127
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",170,fcu100,C4,391,153.3055763,0,108,108,6,54,300,0,0,2170
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",170,fcu100,C4,391,153.3055763,0,108,108,6,54,300,0,0,2034
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",170,fcu100,C4,391,153.3055763,0,108,108,6,54,300,0,0,2090
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",172.2,fcu100,C6,310,155.4733132,0,110,110,5,55,300,0,0,1213
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",172.2,fcu100,C6,310,155.4733132,0,110,110,5,55,300,0,0,1244
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",172.2,fcu100,C6,321,155.4733132,0,113,113,6.5,56.5,300,0,0,1322
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",172.2,fcu100,C6,321,155.4733132,0,113,113,6.5,56.5,300,0,0,1300
"Feng JW. Study on Mechanical Behavior of 
Reactive Powder Concrete Filled Steel 
Tubular Columns[D]. Tsinghua University​​, 2008.",172.2,fcu100,C6,321,155.4733132,0,113,113,6.5,56.5,300,0,0,1222
"Ling Zhenyu, Zhang Jing, Wu Yanhai, Dai Wenda. Experimental Investigation on Behavior of RPC Filled Steel Stub-Column. Fujian Architecture, 2003, (3): 28–30. (in Chinese)",155.4,fcu70.7,A1-1,250,138.9810886,0,125,125,1,62.5,438,0,0,1700
"Ling Zhenyu, Zhang Jing, Wu Yanhai, Dai Wenda. Experimental Investigation on Behavior of RPC Filled Steel Stub-Column. Fujian Architecture, 2003, (3): 28–30. (in Chinese)",155.4,fcu70.7,A1-2,250,138.9810886,0,125,125,1,62.5,438,0,0,2000
"Ling Zhenyu, Zhang Jing, Wu Yanhai, Dai Wenda. Experimental Investigation on Behavior of RPC Filled Steel Stub-Column. Fujian Architecture, 2003, (3): 28–30. (in Chinese)",155.4,fcu70.7,A1-3,250,138.9810886,0,125,125,1,62.5,438,0,0,1840
"Ling Zhenyu, Zhang Jing, Wu Yanhai, Dai Wenda. Experimental Investigation on Behavior of RPC Filled Steel Stub-Column. Fujian Architecture, 2003, (3): 28–30. (in Chinese)",155.4,fcu70.7,A2-1,244.9,138.9810886,0,127,127,2,63.5,445,0,0,1930
"Ling Zhenyu, Zhang Jing, Wu Yanhai, Dai Wenda. Experimental Investigation on Behavior of RPC Filled Steel Stub-Column. Fujian Architecture, 2003, (3): 28–30. (in Chinese)",155.4,fcu70.7,A2-2,244.9,138.9810886,0,127,127,2,63.5,445,0,0,1790
"Ling Zhenyu, Zhang Jing, Wu Yanhai, Dai Wenda. Experimental Investigation on Behavior of RPC Filled Steel Stub-Column. Fujian Architecture, 2003, (3): 28–30. (in Chinese)",155.4,fcu70.7,A2-3,244.9,138.9810886,0,127,127,2,63.5,445,0,0,1850
"Ling Zhenyu, Zhang Jing, Wu Yanhai, Dai Wenda. Experimental Investigation on Behavior of RPC Filled Steel Stub-Column. Fujian Architecture, 2003, (3): 28–30. (in Chinese)",155.4,fcu70.7,A3-1,289.1,138.9810886,0,133,133,3.5,66.5,465,0,0,2420
"Ling Zhenyu, Zhang Jing, Wu Yanhai, Dai Wenda. Experimental Investigation on Behavior of RPC Filled Steel Stub-Column. Fujian Architecture, 2003, (3): 28–30. (in Chinese)",155.4,fcu70.7,A3-2,289.1,138.9810886,0,133,133,3.5,66.5,465,0,0,2360
"Ling Zhenyu, Zhang Jing, Wu Yanhai, Dai Wenda. Experimental Investigation on Behavior of RPC Filled Steel Stub-Column. Fujian Architecture, 2003, (3): 28–30. (in Chinese)",155.4,fcu70.7,A3-3,289.1,138.9810886,0,133,133,3.5,66.5,465,0,0,2490
"Ling Zhenyu, Zhang Jing, Wu Yanhai, Dai Wenda. Experimental Investigation on Behavior of RPC Filled Steel Stub-Column. Fujian Architecture, 2003, (3): 28–30. (in Chinese)",155.4,fcu70.7,A4-1,319.3,138.9810886,0,133,133,5,66.5,465,0,0,2450
"Ling Zhenyu, Zhang Jing, Wu Yanhai, Dai Wenda. Experimental Investigation on Behavior of RPC Filled Steel Stub-Column. Fujian Architecture, 2003, (3): 28–30. (in Chinese)",155.4,fcu70.7,A4-2,319.3,138.9810886,0,133,133,5,66.5,465,0,0,2480
"Ling Zhenyu, Zhang Jing, Wu Yanhai, Dai Wenda. Experimental Investigation on Behavior of RPC Filled Steel Stub-Column. Fujian Architecture, 2003, (3): 28–30. (in Chinese)",155.4,fcu70.7,A4-3,319.3,138.9810886,0,133,133,5,66.5,465,0,0,2350
"Ling Zhenyu, Zhang Jing, Wu Yanhai, Dai Wenda. Experimental Investigation on Behavior of RPC Filled Steel Stub-Column. Fujian Architecture, 2003, (3): 28–30. (in Chinese)",167.1,fcu70.7,B1-1,289.1,150.4517206,0,133,133,3.5,66.5,465,0,0,2180
"Ling Zhenyu, Zhang Jing, Wu Yanhai, Dai Wenda. Experimental Investigation on Behavior of RPC Filled Steel Stub-Column. Fujian Architecture, 2003, (3): 28–30. (in Chinese)",167.1,fcu70.7,B1-2,289.1,150.4517206,0,133,133,3.5,66.5,465,0,0,2480
"Ling Zhenyu, Zhang Jing, Wu Yanhai, Dai Wenda. Experimental Investigation on Behavior of RPC Filled Steel Stub-Column. Fujian Architecture, 2003, (3): 28–30. (in Chinese)",167.1,fcu70.7,B1-3,289.1,150.4517206,0,133,133,3.5,66.5,465,0,0,2440
"Ling Zhenyu, Zhang Jing, Wu Yanhai, Dai Wenda. Experimental Investigation on Behavior of RPC Filled Steel Stub-Column. Fujian Architecture, 2003, (3): 28–30. (in Chinese)",167.1,fcu70.7,B2-1,289.1,150.4517206,0,133,133,3.5,66.5,400,0,0,2430
"Ling Zhenyu, Zhang Jing, Wu Yanhai, Dai Wenda. Experimental Investigation on Behavior of RPC Filled Steel Stub-Column. Fujian Architecture, 2003, (3): 28–30. (in Chinese)",167.1,fcu70.7,B2-2,289.1,150.4517206,0,133,133,3.5,66.5,400,0,0,2500
"Ling Zhenyu, Zhang Jing, Wu Yanhai, Dai Wenda. Experimental Investigation on Behavior of RPC Filled Steel Stub-Column. Fujian Architecture, 2003, (3): 28–30. (in Chinese)",167.1,fcu70.7,B2-3,289.1,150.4517206,0,133,133,3.5,66.5,400,0,0,2565
"Luo, H. (2011). Research on Behavior of Reactive Powder Concrete-Filled Circular Steel Tube Stub Columns under Axial Compression (Master's thesis). Beijing Jiaotong University, Beijing, China. (in Chinese)",85.4,fcu100,G-1,316,72.13346207,0,121,121,6,60.5,450,0,0,1933
"Luo, H. (2011). Research on Behavior of Reactive Powder Concrete-Filled Circular Steel Tube Stub Columns under Axial Compression (Master's thesis). Beijing Jiaotong University, Beijing, China. (in Chinese)",85.4,fcu100,G-2,316,72.13346207,0,121,121,6,60.5,450,0,0,1933
"Luo, H. (2011). Research on Behavior of Reactive Powder Concrete-Filled Circular Steel Tube Stub Columns under Axial Compression (Master's thesis). Beijing Jiaotong University, Beijing, China. (in Chinese)",85.4,fcu100,G-3,291.4,72.13346207,0,102,102,4,51,450,0,0,1166
"Luo, H. (2011). Research on Behavior of Reactive Powder Concrete-Filled Circular Steel Tube Stub Columns under Axial Compression (Master's thesis). Beijing Jiaotong University, Beijing, China. (in Chinese)",85.4,fcu100,G-4,291.4,72.13346207,0,102,102,4,51,450,0,0,1166
"Luo, H. (2011). Research on Behavior of Reactive Powder Concrete-Filled Circular Steel Tube Stub Columns under Axial Compression (Master's thesis). Beijing Jiaotong University, Beijing, China. (in Chinese)",85.4,fcu100,G-5,321.6,72.13346207,0,152,152,5,76,450,0,0,2524
"Luo, H. (2011). Research on Behavior of Reactive Powder Concrete-Filled Circular Steel Tube Stub Columns under Axial Compression (Master's thesis). Beijing Jiaotong University, Beijing, China. (in Chinese)",85.4,fcu100,G-6,321.6,72.13346207,0,152,152,5,76,450,0,0,2524
"Luo, H. (2011). Research on Behavior of Reactive Powder Concrete-Filled Circular Steel Tube Stub Columns under Axial Compression (Master's thesis). Beijing Jiaotong University, Beijing, China. (in Chinese)",113.6,fcu100,A-11,316,98.64318434,0,121,121,6,60.5,450,0,0,2166
"Luo, H. (2011). Research on Behavior of Reactive Powder Concrete-Filled Circular Steel Tube Stub Columns under Axial Compression (Master's thesis). Beijing Jiaotong University, Beijing, China. (in Chinese)",113.6,fcu100,A-12,316,98.64318434,0,121,121,6,60.5,450,0,0,2166
"Luo, H. (2011). Research on Behavior of Reactive Powder Concrete-Filled Circular Steel Tube Stub Columns under Axial Compression (Master's thesis). Beijing Jiaotong University, Beijing, China. (in Chinese)",113.6,fcu100,A-13,291.4,98.64318434,0,102,102,4,51,450,0,0,1340
"Luo, H. (2011). Research on Behavior of Reactive Powder Concrete-Filled Circular Steel Tube Stub Columns under Axial Compression (Master's thesis). Beijing Jiaotong University, Beijing, China. (in Chinese)",113.6,fcu100,A-14,291.4,98.64318434,0,102,102,4,51,450,0,0,1340
"Luo, H. (2011). Research on Behavior of Reactive Powder Concrete-Filled Circular Steel Tube Stub Columns under Axial Compression (Master's thesis). Beijing Jiaotong University, Beijing, China. (in Chinese)",113.6,fcu100,A-15,321.6,98.64318434,0,152,152,5,76,450,0,0,2920
"Luo, H. (2011). Research on Behavior of Reactive Powder Concrete-Filled Circular Steel Tube Stub Columns under Axial Compression (Master's thesis). Beijing Jiaotong University, Beijing, China. (in Chinese)",113.6,fcu100,A-16,321.6,98.64318434,0,152,152,5,76,450,0,0,2920
"Lin Z., Wu Y., Shen Z. (2005). Mechanical behavior of reactive powder concrete-filled circular steel tubes under axial compression. Journal of Building Structures, 26(4), 52-57",109,fcu100,BG1-1,290,120.3671242,0,133,133,3,66.5,400,0,0,2000
"Lin Z., Wu Y., Shen Z. (2005). Mechanical behavior of reactive powder concrete-filled circular steel tubes under axial compression. Journal of Building Structures, 26(4), 52-57",109,fcu100,BG1-2,290,120.3671242,0,133,133,3,66.5,400,0,0,2005
"Lin Z., Wu Y., Shen Z. (2005). Mechanical behavior of reactive powder concrete-filled circular steel tubes under axial compression. Journal of Building Structures, 26(4), 52-57",154,fcu100,ZG1-1,290,175.582051,0,133,133,3,66.5,400,0,0,2300
"Lin Z., Wu Y., Shen Z. (2005). Mechanical behavior of reactive powder concrete-filled circular steel tubes under axial compression. Journal of Building Structures, 26(4), 52-57",154,fcu100,ZG1-2,290,175.582051,0,133,133,3,66.5,400,0,0,2350
"Lin Z., Wu Y., Shen Z. (2005). Mechanical behavior of reactive powder concrete-filled circular steel tubes under axial compression. Journal of Building Structures, 26(4), 52-57",109,fcu100,BG2-1,318,120.3671242,0,133,133,4.5,66.5,400,0,0,2250
"Lin Z., Wu Y., Shen Z. (2005). Mechanical behavior of reactive powder concrete-filled circular steel tubes under axial compression. Journal of Building Structures, 26(4), 52-57",109,fcu100,BG2-2,318,120.3671242,0,133,133,4.5,66.5,400,0,0,2200
