b (mm),h (mm),r0 (mm),t (mm),R (%),fy (MPa),fc (MPa),L (mm),e1 (mm),e2 (mm),Nexp (kN),r0/h,b/t,Ac (mm^2),As (mm^2),Re (mm),te (mm),ke,xi,sigma_re (MPa),lambda,lambda_bar,e/h,e1/e2,e_bar
151.0,151.0,0.0,8.49,0.0,542.0,46.4,453.0,0.0,0.0,1153.0,0.0,17.785630153121318,17961.3604,4551.319200000001,75.6126879870703,9.03959184736857,0.33333333333333326,2.9599159157922905,21.59892698657297,10.326390060771804,0.1325933674016954,0.0,0.0,0.0
100.0,100.0,0.0,3.96,0.0,254.2,18.317,350.0,0.0,0.0,651.0,0.0,25.252525252525253,8478.7264,1458.5472,51.9505768530774,4.291155237899211,0.33333333333333337,2.3873223693912218,6.999034643759771,12.086269975472169,0.1084775689922177,0.0,0.0,0.0
100.0,100.0,0.0,3.96,0.0,254.2,18.317,350.0,0.0,0.0,651.0,0.0,25.252525252525253,8478.7264,1458.5472,51.9505768530774,4.291155237899211,0.33333333333333337,2.3873223693912218,6.999034643759771,12.086269975472169,0.1084775689922177,0.0,0.0,0.0
200.0,150.0,0.0,3.96,0.0,254.2,18.317,520.0,0.0,0.0,1450.0,0.0,50.505050505050505,27290.726400000003,2646.5472,93.20358369857338,4.414704302543512,0.33333333333333337,1.3458161920411056,4.0135003010752905,11.996324460389246,0.10940081467366536,0.0,0.0,0.0
200.0,150.0,0.0,3.96,0.0,254.2,18.317,520.0,0.0,0.0,1450.0,0.0,50.505050505050505,27290.726400000003,2646.5472,93.20358369857338,4.414704302543512,0.33333333333333337,1.3458161920411056,4.0135003010752905,11.996324460389246,0.10940081467366536,0.0,0.0,0.0
200.0,200.0,0.0,3.96,0.0,254.2,18.317,690.0,0.0,0.0,1724.0,0.0,50.505050505050505,36894.72640000001,3042.5472,108.36953520785303,4.379872835413025,0.33333333333333326,1.1444431683337342,3.42458998471159,11.941776237528487,0.11306998888473449,0.0,0.0,0.0
200.0,200.0,0.0,3.96,0.0,254.2,18.317,690.0,0.0,0.0,1724.0,0.0,50.505050505050505,36894.72640000001,3042.5472,108.36953520785303,4.379872835413025,0.33333333333333326,1.1444431683337342,3.42458998471159,11.941776237528487,0.11306998888473449,0.0,0.0,0.0
300.0,200.0,0.0,4.94,0.0,245.8,18.317,690.0,0.0,0.0,2579.0,0.0,60.72874493927125,55157.6144,4744.7712,132.50363754189323,5.581559139262794,0.33333333333333326,1.1543495385140519,3.451344838230147,11.941424911659412,0.10813125650454414,0.0,0.0,0.0
300.0,200.0,0.0,4.94,0.0,245.8,18.317,690.0,0.0,0.0,2579.0,0.0,60.72874493927125,55157.6144,4744.7712,132.50363754189323,5.581559139262794,0.33333333333333326,1.1543495385140519,3.451344838230147,11.941424911659412,0.10813125650454414,0.0,0.0,0.0
250.0,250.0,0.0,2.5,0.0,338.0,19.963,750.0,0.0,0.0,1993.0,0.0,100.0,60025.0,2450.0,138.22644796920028,2.7927356170491464,0.33333333333333337,0.6910744060184811,2.2763242308325395,10.390226176556505,0.11334947025381237,0.0,0.0,0.0
250.0,250.0,0.0,2.5,0.0,338.0,19.963,750.0,0.0,0.0,2020.0,0.0,100.0,60025.0,2450.0,138.22644796920028,2.7927356170491464,0.33333333333333337,0.6910744060184811,2.2763242308325395,10.390226176556505,0.11334947025381237,0.0,0.0,0.0
250.0,250.0,0.0,2.5,0.0,338.0,19.963,750.0,0.0,0.0,2282.0,0.0,100.0,60025.0,2450.0,138.22644796920028,2.7927356170491464,0.33333333333333337,0.6910744060184811,2.2763242308325395,10.390226176556505,0.11334947025381237,0.0,0.0,0.0
250.0,250.0,0.0,2.5,0.0,338.0,19.963,750.0,0.0,0.0,2270.0,0.0,100.0,60025.0,2450.0,138.22644796920028,2.7927356170491464,0.33333333333333337,0.6910744060184811,2.2763242308325395,10.390226176556505,0.11334947025381237,0.0,0.0,0.0
250.0,250.0,0.0,2.5,0.0,338.0,19.963,750.0,0.0,0.0,2395.0,0.0,100.0,60025.0,2450.0,138.22644796920028,2.7927356170491464,0.33333333333333337,0.6910744060184811,2.2763242308325395,10.390226176556505,0.11334947025381237,0.0,0.0,0.0
250.0,250.0,0.0,2.5,0.0,338.0,19.963,750.0,0.0,0.0,2500.0,0.0,100.0,60025.0,2450.0,138.22644796920028,2.7927356170491464,0.33333333333333337,0.6910744060184811,2.2763242308325395,10.390226176556505,0.11334947025381237,0.0,0.0,0.0
250.0,250.0,0.0,2.5,0.0,338.0,42.81,750.0,0.0,0.0,3190.0,0.0,100.0,60025.0,2450.0,138.22644796920028,2.7927356170491464,0.33333333333333337,0.32225924707654613,2.2763242308325395,10.390226176556505,0.13424270055970386,0.0,0.0,0.0
250.0,250.0,0.0,2.5,0.0,338.0,43.182,750.0,0.0,0.0,3150.0,0.0,100.0,60025.0,2450.0,138.22644796920028,2.7927356170491464,0.33333333333333337,0.31948308015717053,2.2763242308325395,10.390226176556505,0.13453281987578558,0.0,0.0,0.0
250.0,250.0,0.0,2.5,0.0,338.0,42.81,750.0,0.0,0.0,3520.0,0.0,100.0,60025.0,2450.0,138.22644796920028,2.7927356170491464,0.33333333333333337,0.32225924707654613,2.2763242308325395,10.390226176556505,0.13424270055970386,0.0,0.0,0.0
250.0,250.0,0.0,2.5,0.0,338.0,43.182,750.0,0.0,0.0,3610.0,0.0,100.0,60025.0,2450.0,138.22644796920028,2.7927356170491464,0.33333333333333337,0.31948308015717053,2.2763242308325395,10.390226176556505,0.13453281987578558,0.0,0.0,0.0
250.0,250.0,0.0,2.5,0.0,338.0,42.81,750.0,0.0,0.0,3865.0,0.0,100.0,60025.0,2450.0,138.22644796920028,2.7927356170491464,0.33333333333333337,0.32225924707654613,2.2763242308325395,10.390226176556505,0.13424270055970386,0.0,0.0,0.0
250.0,250.0,0.0,2.5,0.0,338.0,43.182,750.0,0.0,0.0,3870.0,0.0,100.0,60025.0,2450.0,138.22644796920028,2.7927356170491464,0.33333333333333337,0.31948308015717053,2.2763242308325395,10.390226176556505,0.13453281987578558,0.0,0.0,0.0
400.0,400.0,0.0,22.4,0.0,412.0,56.285,1200.0,0.0,0.0,20619.0,0.0,17.857142857142858,126167.04,31825.92,200.40014007616304,23.85578763911539,0.33333333333333337,1.8464586999720696,16.348266196454322,10.326918611086272,0.12321121792611478,0.0,0.0,0.0
400.0,400.0,0.0,22.4,0.0,412.0,32.395,1200.0,0.0,0.0,19268.0,0.0,17.857142857142858,126167.04,31825.92,200.40014007616304,23.85578763911539,0.33333333333333337,3.2081471809824946,16.348266196454322,10.326918611086272,0.11568897345627027,0.0,0.0,0.0
400.0,400.0,0.0,12.1,0.0,368.0,56.285,1200.0,0.0,0.0,14788.0,0.0,33.057851239669425,141225.64,18188.72,212.02244549724682,13.239994309441414,0.33333333333333337,0.8420613502246111,7.660066201084843,10.373268192811754,0.12709971948006787,0.0,0.0,0.0
400.0,400.0,0.0,12.1,0.0,368.0,32.395,1200.0,0.0,0.0,11583.0,0.0,33.057851239669425,141225.64,18188.72,212.02244549724682,13.239994309441414,0.33333333333333337,1.4630474794688137,7.660066201084843,10.373268192811754,0.11525871227586897,0.0,0.0,0.0
400.0,400.0,0.0,9.1,0.0,346.0,56.285,1200.0,0.0,0.0,12316.0,0.0,43.956043956043956,145771.24000000002,13897.52,215.40758299853337,10.03452669419238,0.33333333333333337,0.5860691860760824,5.372677210121247,10.38154193749657,0.13011357744419405,0.0,0.0,0.0
400.0,400.0,0.0,9.1,0.0,346.0,32.395,1200.0,0.0,0.0,9984.0,0.0,43.956043956043956,145771.24000000002,13897.52,215.40758299853337,10.03452669419238,0.33333333333333337,1.018271465914255,5.372677210121247,10.38154193749657,0.11613060054400787,0.0,0.0,0.0
130.0,130.0,0.0,15.0,0.0,906.0,30.866,390.0,0.0,0.0,8442.35,0.0,8.666666666666666,10000.0,6000.0,56.41895835477563,14.946006291335216,0.33333333333333337,17.611611481889458,80.00314134834022,10.111801061633836,0.16337403782436277,0.0,0.0,0.0
200.0,200.0,0.0,15.0,0.0,906.0,30.866,5000.0,0.0,0.0,9466.67,0.0,13.333333333333334,28900.0,10200.0,95.91222920311857,15.649038940382809,0.33333333333333337,10.359771459934974,49.274318814831005,85.62271894771854,1.3435514693573867,0.0,0.0,0.0
100.08,99.86,0.0,3.01,0.0,300.0,115.0,400.0,0.0,0.0,856.0,0.0,33.24916943521595,8826.590400000001,1131.158,53.00557504277205,3.2940675835432955,0.33333333333333337,0.3343133444281881,6.214568148511166,13.850651367842254,0.1958536349362561,0.0,0.0,0.0
100.06,99.91,0.0,3.02,0.0,300.0,115.0,400.0,0.0,0.0,920.0,0.0,33.13245033112583,8825.657399999998,1134.8555999999999,53.00277353583612,3.304683868686837,0.33333333333333337,0.33544162608954403,6.234926303342375,13.84355976391854,0.19564921183132047,0.0,0.0,0.0
100.06,99.93,0.0,3.01,0.0,300.0,115.0,400.0,0.0,0.0,902.0,0.0,33.24252491694352,8831.296400000001,1131.459,53.019703431265256,3.294091836421565,0.33333333333333326,0.3342241093745923,6.212957868940222,13.840961732449596,0.1957367951002618,0.0,0.0,0.0
100.08,100.05,0.0,3.03,0.0,300.0,115.0,400.0,0.0,0.0,1049.0,0.0,33.02970297029703,8836.939799999998,1139.3405999999998,53.03664112621584,3.3153657472006657,0.33333333333333326,0.33633734492173606,6.2510854322595675,13.824061275399043,0.19529942202248568,0.0,0.0,0.0
100.07,100.06,0.0,3.02,0.0,300.0,115.0,400.0,0.0,0.0,1017.0,0.0,33.13576158940397,8840.700599999998,1135.822,53.04792551807252,3.304765396523699,0.3333333333333335,0.33515600709784005,6.229773104695345,13.822847349794325,0.19540242858403262,0.0,0.0,0.0
100.21,100.12,0.0,3.97,0.0,304.0,115.0,400.0,0.0,0.0,990.0,0.0,25.24181360201511,8505.4486,1464.533,52.03237814868817,4.301836218341812,0.33333333333333337,0.455174245345047,8.377848927315027,13.796248244086973,0.18586537571899772,0.0,0.0,0.0
100.08,100.06,0.0,3.99,0.0,304.0,115.0,400.0,0.0,0.0,980.0,0.0,25.08270676691729,8480.568,1469.7564,51.95621844258777,4.32243316933161,0.33333333333333337,0.458137838429444,8.43030101667116,13.803996423590188,0.1857756175616278,0.0,0.0,0.0
101.23,101.05,0.0,3.98,0.0,304.0,115.0,400.0,0.0,0.0,1160.0,0.0,25.434673366834172,8682.5043,1483.4256,52.571160872889934,4.313951321966421,0.33333333333333337,0.45164427102182847,8.315339818147839,13.669891719139747,0.1843936721024913,0.0,0.0,0.0
101.08,101.03,0.0,4.01,0.0,304.0,115.0,400.0,0.0,0.0,1100.0,0.0,25.206982543640898,8655.510600000001,1492.2814,52.489376010280345,4.344966745986149,0.3333333333333335,0.45575745005730794,8.38817294202602,13.671880277540893,0.18415524254708243,0.0,0.0,0.0
101.04,100.02,0.0,4.98,0.0,310.0,115.0,400.0,0.0,0.0,1481.0,0.0,20.289156626506024,8202.6648,1804.1544000000001,51.09784045233014,5.340351232146887,0.33333333333333326,0.5929015568739056,10.79960110062434,13.785473789027284,0.17889738810744246,0.0,0.0,0.0
101.23,100.05,0.0,4.97,0.0,310.0,115.0,400.0,0.0,0.0,1474.0,0.0,20.368209255533202,8226.1419,1803.116,51.170912557044666,5.3305205279389725,0.33333333333333326,0.5908691613035986,10.764327369375058,13.781762328819294,0.1789267490316107,0.0,0.0,0.0
100.16,100.11,0.0,5.02,0.0,310.0,115.0,400.0,0.0,0.0,1642.0,0.0,19.95219123505976,8117.1084,1809.1075999999998,50.8306585728091,5.3797736012608866,0.33333333333333337,0.6007958246292002,10.936508682071883,13.771432731625447,0.1784631065294045,0.0,0.0,0.0
100.21,100.17,0.0,4.97,0.0,310.0,115.0,400.0,0.0,0.0,1636.0,0.0,20.162977867203217,8145.0621,1794.1699999999998,50.918108664903365,5.329165389092161,0.33333333333333326,0.59379022547533,10.81502117770321,13.764644165714108,0.1787073782688641,0.0,0.0,0.0
100.0,100.0,0.0,2.11,0.0,353.0,90.878,300.0,0.0,0.0,1232.0,0.0,47.39336492890995,9173.8084,808.3832,54.0380783122041,2.330621087913265,0.33333333333333326,0.34228160405467145,5.074873556631636,10.383047205902514,0.14886508318049319,0.0,0.0,0.0
100.0,100.0,0.0,2.11,0.0,353.0,77.308,300.0,0.0,0.0,1050.0,0.0,47.39336492890995,9173.8084,808.3832,54.0380783122041,2.330621087913265,0.33333333333333326,0.40236285524499965,5.074873556631636,10.383047205902514,0.14262722425900737,0.0,0.0,0.0
300.0,300.0,0.0,3.72,0.0,311.0,28.812,900.0,0.0,0.0,1880.0,0.0,80.64516129032258,85591.3536,4353.2928,165.0593045627316,4.145512621724748,0.33333333333333337,0.549003314975519,2.6036185979171496,10.389108512283428,0.11796147704110188,0.0,0.0,0.0
300.0,300.0,0.0,3.76,0.0,311.0,28.812,900.0,0.0,0.0,1900.0,0.0,79.7872340425532,85544.55040000001,4398.8992,165.01416939604778,4.189522068274357,0.33333333333333337,0.555058356125016,2.631978752697609,10.389039393514686,0.11782682961952609,0.0,0.0,0.0
300.0,300.0,0.0,3.7,0.0,311.0,28.812,900.0,0.0,0.0,3310.0,0.0,81.08108108108108,85614.76000000001,4330.4800000000005,165.0818721460735,4.123503380751117,0.33333333333333337,0.5459770360360028,2.5894414990214702,10.389142794282886,0.11802937405843357,0.0,0.0,0.0
300.0,300.0,0.0,3.68,0.0,311.0,28.812,900.0,0.0,0.0,3200.0,0.0,81.52173913043478,85638.1696,4307.6608,165.1044397294154,4.10149112801804,0.33333333333333337,0.5429515844007345,2.575266384728141,10.38917689136151,0.11809765752702044,0.0,0.0,0.0
300.0,300.0,0.0,3.7,0.0,311.0,28.812,900.0,0.0,0.0,3780.0,0.0,81.08108108108108,85614.76000000001,4330.4800000000005,165.0818721460735,4.123503380751117,0.33333333333333337,0.5459770360360028,2.5894414990214702,10.389142794282886,0.11802937405843357,0.0,0.0,0.0
300.0,300.0,0.0,3.71,0.0,311.0,28.812,900.0,0.0,0.0,3540.0,0.0,80.86253369272237,85603.05639999999,4341.8872,165.07058835440253,4.134508377709722,0.33333333333333326,0.5474900720715228,2.5965298003443085,10.389125676398375,0.11799537744382246,0.0,0.0,0.0
300.0,300.0,0.0,3.69,0.0,311.0,46.168,900.0,0.0,0.0,2090.0,0.0,81.30081300813008,85626.4644,4319.0712,165.09315593774446,4.11249763085263,0.33333333333333337,0.33978302562567847,2.582353693849198,10.389159865937188,0.13214322601857315,0.0,0.0,0.0
300.0,300.0,0.0,3.76,0.0,311.0,46.168,900.0,0.0,0.0,2090.0,0.0,79.7872340425532,85544.55040000001,4398.8992,165.01416939604778,4.189522068274357,0.33333333333333337,0.34639450174739994,2.631978752697609,10.389039393514686,0.13182869138017791,0.0,0.0,0.0
300.0,300.0,0.0,3.7,0.0,311.0,46.168,900.0,0.0,0.0,3810.0,0.0,81.08108108108108,85614.76000000001,4330.4800000000005,165.0818721460735,4.123503380751117,0.33333333333333337,0.3407271348611443,2.5894414990214702,10.389142794282886,0.1320979676606388,0.0,0.0,0.0
300.0,300.0,0.0,3.77,0.0,311.0,46.168,900.0,0.0,0.0,3950.0,0.0,79.57559681697613,85532.8516,4410.2968,165.0028856043768,4.200522547515334,0.33333333333333337,0.3473395150545864,2.639070033012435,10.389021998244107,0.13178418736755973,0.0,0.0,0.0
300.0,300.0,0.0,3.74,0.0,311.0,46.168,900.0,0.0,0.0,4896.0,0.0,80.2139037433155,85567.95039999999,4376.0992,165.03673697938964,4.167518850909204,0.33333333333333337,0.3445048628042868,2.6177976822106457,10.389074045361308,0.1319180196110335,0.0,0.0,0.0
300.0,300.0,0.0,3.87,0.0,311.0,46.168,900.0,0.0,0.0,4976.0,0.0,77.51937984496124,85415.90759999999,4524.1848,164.89004768766725,4.310485926159203,0.33333333333333337,0.35679676175567027,2.710010179176666,10.38884550274957,0.13134492790574828,0.0,0.0,0.0
100.0,100.0,0.0,3.0,0.0,284.0,41.603,500.0,0.0,0.0,724.1,0.0,33.333333333333336,8836.0,1128.0,53.03382085348909,3.2834918126466235,0.33333333333333337,0.8714592493074098,5.861113152478002,17.289303051308924,0.18768049703181652,0.0,0.0,0.0
100.0,100.0,0.0,3.0,5.0,284.0,32.243,500.0,0.0,0.0,692.1,0.0,33.333333333333336,8836.0,1128.0,53.03382085348909,3.2834918126466235,0.33333333333333337,1.1244400071003369,5.861113152478002,17.289303051308924,0.17861269864585283,0.0,0.0,0.0
100.0,100.0,0.0,3.0,15.0,284.0,19.702,500.0,0.0,0.0,523.0,0.0,33.333333333333336,8836.0,1128.0,53.03382085348909,3.2834918126466235,0.33333333333333337,1.8401847096201487,5.861113152478002,17.289303051308924,0.16539748418433856,0.0,0.0,0.0
100.0,100.0,0.0,3.05,0.0,455.5,41.603,500.0,0.0,0.0,851.8,0.0,32.786885245901644,8817.210000000001,1145.58,52.97740189513432,3.336491159537438,0.33333333333333337,1.4225186564303478,9.562389929814493,17.288253237386364,0.21219417766140608,0.0,0.0,0.0
100.0,100.0,0.0,3.05,5.0,455.5,32.243,500.0,0.0,0.0,805.7,0.0,32.786885245901644,8817.210000000001,1145.58,52.97740189513432,3.336491159537438,0.33333333333333337,1.8354695178324525,9.562389929814493,17.288253237386364,0.20501243537996813,0.0,0.0,0.0
100.0,100.0,0.0,3.05,15.0,455.5,19.702,500.0,0.0,0.0,691.0,0.0,32.786885245901644,8817.210000000001,1145.58,52.97740189513432,3.336491159537438,0.33333333333333337,3.003808936324828,9.562389929814493,17.288253237386364,0.19503295868278164,0.0,0.0,0.0
150.0,150.0,0.0,3.05,0.0,284.0,41.603,500.0,0.0,0.0,1367.5,0.0,49.18032786885246,20707.210000000003,1755.58,81.18688107252214,3.371549188868073,0.33333333333333326,0.5787522973741819,3.9313411107360428,11.537453342468156,0.13191709930953285,0.0,0.0,0.0
150.0,150.0,0.0,3.05,5.0,284.0,32.243,500.0,0.0,0.0,1156.6,0.0,49.18032786885246,20707.210000000003,1755.58,81.18688107252214,3.371549188868073,0.33333333333333326,0.7467615242892438,3.9313411107360428,11.537453342468156,0.12462874270831839,0.0,0.0,0.0
150.0,150.0,0.0,3.05,15.0,284.0,19.702,500.0,0.0,0.0,824.4,0.0,49.18032786885246,20707.210000000003,1755.58,81.18688107252214,3.371549188868073,0.33333333333333326,1.2221008947141452,3.9313411107360428,11.537453342468156,0.1136767518659478,0.0,0.0,0.0
220.0,220.0,0.0,3.7,0.0,284.0,41.603,500.0,0.0,0.0,2520.5,0.0,59.45945945945946,45198.759999999995,3146.48,119.94670546225298,4.104767088168785,0.33333333333333326,0.4752171949029745,3.2396439417193097,7.868503203777104,0.09234278218976803,0.0,0.0,0.0
220.0,220.0,0.0,3.7,5.0,284.0,32.243,500.0,0.0,0.0,2261.6,0.0,59.45945945945946,45198.759999999995,3146.48,119.94670546225298,4.104767088168785,0.33333333333333326,0.6131706404350851,3.2396439417193097,7.868503203777104,0.08698821132669188,0.0,0.0,0.0
220.0,220.0,0.0,3.7,15.0,284.0,19.702,500.0,0.0,0.0,1690.8,0.0,59.45945945945946,45198.759999999995,3146.48,119.94670546225298,4.104767088168785,0.33333333333333326,1.0034748228377042,3.2396439417193097,7.868503203777104,0.07881783492761182,0.0,0.0,0.0
220.0,220.0,0.0,4.7,5.0,455.5,32.243,500.0,0.0,0.0,2969.4,0.0,46.80851063829787,44352.36,3959.28,118.81832629515748,5.190030801258686,0.33333333333333337,1.2611084058116488,6.632139176075009,7.865768418925296,0.09502947749193826,0.0,0.0,0.0
220.0,220.0,0.0,4.7,15.0,455.5,19.702,500.0,0.0,0.0,2393.3,0.0,46.80851063829787,44352.36,3959.28,118.81832629515748,5.190030801258686,0.33333333333333337,2.0638472403098667,6.632139176075009,7.865768418925296,0.08933893089214505,0.0,0.0,0.0
120.0,60.0,0.0,1.65,0.0,284.0,41.603,500.0,0.0,0.0,349.7,0.0,72.72727272727273,6616.89,572.22,45.89358890728271,1.9432670289381733,0.33333333333333326,0.5903408133583965,4.008459927692019,28.845674141310457,0.3146278749340827,0.0,0.0,0.0
120.0,60.0,0.0,1.65,5.0,284.0,32.243,500.0,0.0,0.0,349.1,0.0,72.72727272727273,6616.89,572.22,45.89358890728271,1.9432670289381733,0.33333333333333326,0.7617141351037239,4.008459927692019,28.845674141310457,0.29667797745792646,0.0,0.0,0.0
120.0,60.0,0.0,1.65,15.0,284.0,19.702,500.0,0.0,0.0,262.3,0.0,72.72727272727273,6616.89,572.22,45.89358890728271,1.9432670289381733,0.33333333333333326,1.2465713561135605,4.008459927692019,28.845674141310457,0.26972794653194415,0.0,0.0,0.0
120.0,60.0,0.0,2.75,0.0,367.7,41.603,500.0,0.0,0.0,553.6,0.0,43.63636363636363,6240.25,929.5,44.568298904696825,3.2041021911894205,0.33333333333333337,1.3164864280073176,8.811557427247099,28.806807805203373,0.3136290852704273,0.0,0.0,0.0
120.0,60.0,0.0,2.75,5.0,367.7,32.243,500.0,0.0,0.0,500.6,0.0,43.63636363636363,6240.25,929.5,44.568298904696825,3.2041021911894205,0.33333333333333337,1.6986566034298434,8.811557427247099,28.806807805203373,0.3012977568065172,0.0,0.0,0.0
120.0,60.0,0.0,2.75,15.0,367.7,19.702,500.0,0.0,0.0,484.5,0.0,43.63636363636363,6240.25,929.5,44.568298904696825,3.2041021911894205,0.33333333333333337,2.7799099007404546,8.811557427247099,28.806807805203373,0.2838442797135568,0.0,0.0,0.0
160.0,80.0,0.0,4.5,0.0,367.7,41.603,500.0,0.0,0.0,1221.5,0.0,35.55555555555556,10721.0,1998.0,58.41746562267504,5.211014182924856,0.33333333333333337,1.6471348987973145,10.933316458458442,21.58202241232851,0.23100474635854987,0.0,0.0,0.0
160.0,80.0,0.0,4.5,5.0,367.7,32.243,500.0,0.0,0.0,1133.8,0.0,35.55555555555556,10721.0,1998.0,58.41746562267504,5.211014182924856,0.33333333333333337,2.1252908598661624,10.933316458458442,21.58202241232851,0.22292805727592765,0.0,0.0,0.0
160.0,80.0,0.0,4.5,15.0,367.7,19.702,500.0,0.0,0.0,1054.1,0.0,35.55555555555556,10721.0,1998.0,58.41746562267504,5.211014182924856,0.33333333333333337,3.478111521402125,10.933316458458442,21.58202241232851,0.21164271827871303,0.0,0.0,0.0
200.0,100.0,0.0,3.9,0.0,284.0,41.603,400.0,0.0,0.0,1425.1,0.0,51.282051282051285,17720.84,2218.3199999999997,75.10471731842925,4.5622880865713284,0.33333333333333337,0.8545423321769717,5.750592252382706,13.83531481391009,0.14354818260336674,0.0,0.0,0.0
200.0,100.0,0.0,3.9,5.0,284.0,32.243,400.0,0.0,0.0,1263.6,0.0,51.282051282051285,17720.84,2218.3199999999997,75.10471731842925,4.5622880865713284,0.33333333333333337,1.1026121839021974,5.750592252382706,13.83531481391009,0.1363015842835727,0.0,0.0,0.0
200.0,100.0,0.0,3.9,15.0,284.0,19.702,400.0,0.0,0.0,1157.2,0.0,51.282051282051285,17720.84,2218.3199999999997,75.10471731842925,4.5622880865713284,0.33333333333333337,1.8044627269088698,5.750592252382706,13.83531481391009,0.12570978058222165,0.0,0.0,0.0
200.0,200.0,0.0,1.25,0.0,373.0,29.15,593.0,0.0,0.0,1590.0,0.0,160.0,39006.25,987.5,111.42744275068188,1.4016581522455454,0.33333333333333337,0.3239464142258506,1.5640027802887277,10.270258830873008,0.12791057154014362,0.0,0.0,0.0
200.0,200.0,0.0,1.25,0.0,373.0,29.99,596.0,0.0,0.0,1590.0,0.0,160.0,39006.25,987.5,111.42744275068188,1.4016581522455454,0.33333333333333337,0.3148728901194913,1.5640027802887277,10.322216295447408,0.12940528153783956,0.0,0.0,0.0
200.0,200.0,0.0,1.25,0.0,373.0,30.39,591.0,0.0,0.0,1590.0,0.0,160.0,39006.25,987.5,111.42744275068188,1.4016581522455454,0.33333333333333337,0.3107284624772473,1.5640027802887277,10.235620521156742,0.1287157264677202,0.0,0.0,0.0
200.0,200.0,0.0,1.25,0.0,373.0,29.15,596.0,0.0,0.0,1826.7,0.0,160.0,39006.25,987.5,111.42744275068188,1.4016581522455454,0.33333333333333337,0.3239464142258506,1.5640027802887277,10.322216295447408,0.12855767392567555,0.0,0.0,0.0
200.0,200.0,0.0,1.25,0.0,373.0,29.99,590.0,0.0,0.0,1826.7,0.0,160.0,39006.25,987.5,111.42744275068188,1.4016581522455454,0.33333333333333337,0.3148728901194913,1.5640027802887277,10.218301366298608,0.12810254380423713,0.0,0.0,0.0
200.0,200.0,0.0,1.25,0.0,373.0,29.15,594.0,0.0,0.0,2003.3,0.0,160.0,39006.25,987.5,111.42744275068188,1.4016581522455454,0.33333333333333337,0.3239464142258506,1.5640027802887277,10.287577985731142,0.12812627233532092,0.0,0.0,0.0
200.0,200.0,0.0,1.25,0.0,373.0,29.99,592.0,0.0,0.0,2003.3,0.0,160.0,39006.25,987.5,111.42744275068188,1.4016581522455454,0.33333333333333337,0.3148728901194913,1.5640027802887277,10.252939676014876,0.12853678971543794,0.0,0.0,0.0
200.0,200.0,0.0,1.25,0.0,373.0,30.39,598.0,0.0,0.0,2003.3,0.0,160.0,39006.25,987.5,111.42744275068188,1.4016581522455454,0.33333333333333337,0.3107284624772473,1.5640027802887277,10.356854605163674,0.13024027821945292,0.0,0.0,0.0
100.0,100.0,0.0,0.92,0.0,229.3,14.1,298.0,0.0,0.0,377.0,0.0,108.69565217391303,9635.3856,361.2288,55.38084952104776,1.028557423957821,0.33333333333333326,0.6096747530446746,1.4195533856511964,10.321275183876846,0.09801353333469301,0.0,0.0,0.0
100.0,100.0,0.0,0.92,0.0,229.3,14.1,299.0,0.0,0.0,398.0,0.0,108.69565217391303,9635.3856,361.2288,55.38084952104776,1.028557423957821,0.33333333333333326,0.6096747530446746,1.4195533856511964,10.355910335500594,0.0983424378089705,0.0,0.0,0.0
100.0,100.0,0.0,0.92,0.0,229.3,14.1,301.0,0.0,0.0,369.0,0.0,108.69565217391303,9635.3856,361.2288,55.38084952104776,1.028557423957821,0.33333333333333326,0.6096747530446746,1.4195533856511964,10.42518063874809,0.0990002467575255,0.0,0.0,0.0
100.0,100.0,0.0,0.92,0.0,229.3,17.7,297.0,0.0,0.0,403.0,0.0,108.69565217391303,9635.3856,361.2288,55.38084952104776,1.028557423957821,0.33333333333333326,0.48567310835762206,1.4195533856511964,10.286640032253098,0.10270272174817341,0.0,0.0,0.0
100.0,100.0,0.0,0.92,0.0,229.3,17.7,296.0,0.0,0.0,429.0,0.0,108.69565217391303,9635.3856,361.2288,55.38084952104776,1.028557423957821,0.33333333333333326,0.48567310835762206,1.4195533856511964,10.25200488062935,0.10235692133824689,0.0,0.0,0.0
100.0,100.0,0.0,0.92,0.0,229.3,17.7,302.0,0.0,0.0,434.0,0.0,108.69565217391303,9635.3856,361.2288,55.38084952104776,1.028557423957821,0.33333333333333326,0.48567310835762206,1.4195533856511964,10.459815790371838,0.10443172379780596,0.0,0.0,0.0
120.0,120.0,0.0,0.89,0.0,229.3,14.1,358.0,0.0,0.0,483.0,0.0,134.8314606741573,13975.9684,420.8632,66.69849256701575,0.9968088061460492,0.33333333333333337,0.4897156521499165,1.1422959772773158,10.333432809731757,0.10030292550240599,0.0,0.0,0.0
120.0,120.0,0.0,0.89,0.0,229.3,14.1,356.0,0.0,0.0,471.0,0.0,134.8314606741573,13975.9684,420.8632,66.69849256701575,0.9968088061460492,0.33333333333333337,0.4897156521499165,1.1422959772773158,10.275704134817055,0.0997425739632864,0.0,0.0,0.0
120.0,120.0,0.0,0.89,0.0,229.3,17.7,357.0,0.0,0.0,533.0,0.0,134.8314606741573,13975.9684,420.8632,66.69849256701575,0.9968088061460492,0.33333333333333337,0.3901124686617979,1.1422959772773158,10.304568472274406,0.10540707964828697,0.0,0.0,0.0
